Date,XBT,BTC,D,ETH,IOT,LTC,M,XRP
2014-10-28,357.62,,1.9,,,3.85,0.689257,0.004845
2014-10-29,335.59,,1.61,,,3.73,0.6330600000000001,0.004776
2014-10-30,345.31,,1.79,,,3.79,0.614064,0.00489
2014-10-31,338.32,,1.79,,,3.75,0.607218,0.004867
2014-11-01,325.75,,1.67,,,3.57,0.585832,0.004671
2014-11-02,325.89,,1.66,,,3.59,0.579494,0.004664
2014-11-03,327.55,,1.63,,,3.58,0.5763229999999999,0.00481
2014-11-04,330.49,,1.65,,,3.59,0.547635,0.004804999999999999
2014-11-05,339.49,,1.75,,,3.64,0.571982,0.004861
2014-11-06,349.29,,1.99,,,3.65,0.595903,0.004877
2014-11-07,342.42,,2.13,,,3.56,0.616295,0.004877
2014-11-08,345.49,,2.73,,,3.56,0.643877,0.004907
2014-11-09,363.26,,2.99,,,3.63,0.7213689999999999,0.004926
2014-11-10,366.92,,2.53,,,3.7,0.735697,0.004901
2014-11-11,367.69,,2.43,,,3.68,0.717955,0.004899000000000001
2014-11-12,423.56,,2.64,,,4.07,0.73232,0.005097
2014-11-13,420.74,,2.58,,,4.1,0.70453,0.005035
2014-11-14,397.82,,2.41,,,3.99,0.689225,0.005197
2014-11-15,376.13,,2.49,,,3.85,0.641145,0.005052
2014-11-16,387.88,,2.74,,,3.88,0.6545310000000001,0.005181
2014-11-17,387.41,,2.33,,,3.88,0.58478,0.00534
2014-11-18,375.2,,2.36,,,3.77,0.599073,0.005432
2014-11-19,380.56,,2.38,,,3.81,0.559003,0.005696
2014-11-20,357.84,,2.26,,,3.61,0.525171,0.006058
2014-11-21,350.85,,2.22,,,3.5,0.53249,0.006589
2014-11-22,352.92,,2.26,,,3.52,0.534829,0.007663
2014-11-23,367.57,,2.31,,,3.59,0.5268970000000001,0.008598999999999999
2014-11-24,376.9,,2.32,,,3.63,0.53174,0.008562
2014-11-25,375.35,,2.37,,,3.57,0.595471,0.00974
2014-11-26,368.37,,2.36,,,3.56,0.5627409999999999,0.011004
2014-11-27,369.67,,2.32,,,3.56,0.5575399999999999,0.014205
2014-11-28,376.45,,2.38,,,3.6,0.564761,0.015165000000000001
2014-11-29,375.49,,2.37,,,3.59,0.565711,0.013982
2014-11-30,378.05,,2.39,,,3.58,0.5675520000000001,0.011211
2014-12-01,379.25,,2.37,,,3.58,0.4745,0.012559
2014-12-02,381.31,,2.43,,,3.63,0.527409,0.013158000000000001
2014-12-03,375.01,,2.43,,,3.61,0.507566,0.013130000000000001
2014-12-04,369.6,,2.33,,,3.59,0.45646800000000004,0.013343
2014-12-05,376.85,,2.37,,,3.62,0.428893,0.013784999999999999
2014-12-06,374.79,,2.35,,,3.61,0.44370299999999996,0.014406
2014-12-07,375.1,,2.37,,,3.71,0.47055600000000003,0.014794
2014-12-08,361.91,,2.3,,,3.65,0.44834399999999996,0.013421
2014-12-09,352.22,,2.26,,,3.52,0.389608,0.015068000000000002
2014-12-10,346.37,,2.24,,,3.5,0.38965900000000003,0.015908000000000002
2014-12-11,350.51,,2.29,,,3.48,0.398488,0.016374
2014-12-12,352.54,,2.27,,,3.49,0.375733,0.016374
2014-12-13,347.38,,2.24,,,3.48,0.375961,0.016992
2014-12-14,351.63,,2.24,,,3.48,0.383506,0.017127
2014-12-15,345.35,,2.13,,,3.45,0.382897,0.018241999999999998
2014-12-16,327.06,,1.98,,,3.02,0.337857,0.021539
2014-12-17,319.78,,1.94,,,2.94,0.338319,0.026064999999999998
2014-12-18,311.4,,1.81,,,2.81,0.31638299999999997,0.027939999999999996
2014-12-19,317.84,,1.89,,,2.87,0.319859,0.023338
2014-12-20,329.96,,1.98,,,2.92,0.339099,0.024207
2014-12-21,320.84,,1.91,,,2.85,0.343806,0.024921000000000002
2014-12-22,331.89,,1.91,,,2.89,0.34479899999999997,0.025562
2014-12-23,334.57,,1.92,,,2.88,0.38109299999999996,0.023878
2014-12-24,322.53,,1.93,,,2.74,0.425367,0.023382
2014-12-25,319.01,,1.8,,,2.7,0.452427,0.024138
2014-12-26,327.92,,2.03,,,2.78,0.4337,0.025308
2014-12-27,315.86,,1.95,,,2.72,0.5105729999999999,0.024074
2014-12-28,317.24,,1.95,,,2.73,0.563872,0.023763999999999997
2014-12-29,312.67,,1.91,,,2.69,0.487799,0.024231
2014-12-30,310.74,,1.89,,,2.7,0.489046,0.0242
2014-12-31,320.19,,1.97,,,2.72,0.43466000000000005,0.024437999999999998
2015-01-01,314.25,,1.94,,,2.7,0.46576000000000006,0.024390000000000002
2015-01-02,315.03,,1.94,,,2.67,0.45913699999999996,0.024318
2015-01-03,281.08,,1.72,,,2.13,0.461172,0.022106
2015-01-04,264.19,,1.63,,,1.96,0.417234,0.018928
2015-01-05,274.47,,1.67,,,2.08,0.421412,0.020316
2015-01-06,286.19,,1.72,,,2.11,0.461609,0.020732
2015-01-07,294.34,,1.72,,,2.12,0.463607,0.020843
2015-01-08,283.35,,1.72,,,2.01,0.429175,0.020676
2015-01-09,290.41,,1.71,,,1.98,0.43180100000000005,0.020576
2015-01-10,274.8,,1.66,,,1.65,0.419216,0.019233
2015-01-11,265.66,,1.64,,,1.72,0.37874800000000003,0.018765
2015-01-12,267.8,,1.66,,,1.71,0.364316,0.018434
2015-01-13,225.86,,1.35,,,1.54,0.309479,0.015648
2015-01-14,178.1,,1.08,,,1.16,0.22352199999999997,0.014233
2015-01-15,209.84,,1.29,,,1.28,0.261714,0.016444
2015-01-16,208.1,,1.28,,,1.4,0.278449,0.016403
2015-01-17,199.26,,1.22,,,1.29,0.24805700000000003,0.015361000000000001
2015-01-18,210.34,,1.31,,,1.33,0.258656,0.015622
2015-01-19,214.86,,1.37,,,1.34,0.254181,0.015991
2015-01-20,211.31,,1.43,,,1.32,0.236223,0.016112
2015-01-21,226.9,,1.6,,,1.37,0.261268,0.016653
2015-01-22,233.41,,1.63,,,1.42,0.273442,0.01701
2015-01-23,232.88,,1.59,,,1.43,0.283141,0.016734
2015-01-24,247.85,,1.74,,,1.84,0.298369,0.016736
2015-01-25,253.72,,1.81,,,2.25,0.310227,0.016578
2015-01-26,273.47,,1.88,,,2.08,0.317078,0.016019
2015-01-27,263.48,,1.82,,,2.09,0.320371,0.015841
2015-01-28,233.91,,1.65,,,1.87,0.290979,0.014969999999999999
2015-01-29,233.51,,1.64,,,1.92,0.309911,0.014706
2015-01-30,226.43,,1.64,,,1.9,0.294018,0.014443000000000001
2015-01-31,217.46,,1.61,,,1.87,0.28436300000000003,0.014297999999999998
2015-02-01,226.97,,1.88,,,1.8,0.299954,0.014138999999999999
2015-02-02,238.23,,1.93,,,1.88,0.301242,0.013669999999999998
2015-02-03,227.27,,1.79,,,1.82,0.288734,0.013025
2015-02-04,226.85,,1.83,,,1.79,0.289486,0.013498
2015-02-05,217.11,,1.77,,,1.74,0.272273,0.014466
2015-02-06,222.27,,1.79,,,1.76,0.27077199999999996,0.015184999999999999
2015-02-07,227.75,,1.86,,,1.78,0.275702,0.014577000000000001
2015-02-08,223.41,,1.84,,,1.78,0.265034,0.014427
2015-02-09,220.11,,2.17,,,1.73,0.251738,0.013994
2015-02-10,219.84,,2.49,,,1.76,0.244719,0.013649000000000001
2015-02-11,219.19,,3.23,,,1.73,0.23149699999999998,0.013775999999999998
2015-02-12,221.76,,2.81,,,1.76,0.246741,0.014039
2015-02-13,235.43,,2.92,,,1.82,0.255641,0.014565999999999999
2015-02-14,257.32,,2.88,,,1.94,0.28032199999999996,0.014956
2015-02-15,234.82,,2.76,,,1.84,0.25138,0.013712
2015-02-16,233.84,,2.75,,,1.8,0.251039,0.01375
2015-02-17,243.61,,2.63,,,1.85,0.253231,0.014031
2015-02-18,236.33,,2.84,,,1.83,0.248507,0.013791
2015-02-19,240.28,,2.83,,,1.85,0.28279099999999996,0.013758000000000001
2015-02-20,243.78,,2.74,,,1.85,0.30567300000000003,0.013481
2015-02-21,244.53,,2.78,,,1.85,0.302557,0.013286000000000001
2015-02-22,235.98,,2.53,,,1.8,0.313139,0.013130000000000001
2015-02-23,238.89,,2.52,,,1.82,0.337887,0.013334
2015-02-24,238.74,,2.94,,,1.83,0.340267,0.013396000000000002
2015-02-25,237.47,,2.77,,,1.8,0.365243,0.013401
2015-02-26,236.43,,2.73,,,1.81,0.357721,0.013299
2015-02-27,253.83,,3.04,,,1.85,0.381008,0.013359999999999999
2015-02-28,254.26,,3.24,,,1.84,0.427227,0.012998
2015-03-01,260.2,,3.33,,,1.89,0.42602799999999996,0.012239
2015-03-02,275.67,,3.62,,,1.94,0.42843400000000004,0.012192
2015-03-03,281.7,,3.47,,,1.96,0.41507799999999995,0.010593
2015-03-04,273.09,,3.5,,,1.93,0.41315100000000005,0.010032
2015-03-05,276.18,,3.41,,,1.92,0.46962600000000004,0.011543000000000001
2015-03-06,272.72,,3.33,,,1.9,0.48603900000000005,0.010856000000000001
2015-03-07,276.26,,3.43,,,1.91,0.457321,0.010535
2015-03-08,274.35,,3.39,,,1.89,0.484062,0.009961
2015-03-09,289.61,,3.54,,,1.94,0.63489,0.010643000000000001
2015-03-10,291.76,,3.03,,,2.01,0.7918430000000001,0.010086
2015-03-11,296.38,,3.13,,,2.03,0.7157819999999999,0.010229
2015-03-12,294.35,,3.07,,,2.04,0.684608,0.010359
2015-03-13,285.34,,2.91,,,2.01,0.644822,0.010511
2015-03-14,281.88,,2.93,,,2.0,0.676167,0.011087999999999999
2015-03-15,286.39,,3.12,,,2.02,0.69425,0.010817
2015-03-16,290.59,,3.3,,,2.03,0.8059430000000001,0.010968
2015-03-17,285.5,,3.27,,,1.98,0.752221,0.010929000000000001
2015-03-18,256.3,,3.09,,,1.74,0.638029,0.010575
2015-03-19,260.93,,3.37,,,1.76,0.6773819999999999,0.01048
2015-03-20,261.75,,3.7,,,1.77,0.633158,0.010445999999999999
2015-03-21,260.02,,4.63,,,1.75,0.743222,0.010182
2015-03-22,267.96,,4.61,,,1.8,0.777347,0.010196
2015-03-23,266.74,,4.98,,,1.78,0.766353,0.010308
2015-03-24,245.59,,5.07,,,1.65,0.711852,0.009757
2015-03-25,246.2,,5.28,,,1.67,0.767497,0.009115
2015-03-26,248.53,,4.99,,,1.7,0.746328,0.008764
2015-03-27,247.03,,4.76,,,1.69,0.777714,0.008895
2015-03-28,252.8,,5.04,,,1.7,0.795417,0.008851000000000001
2015-03-29,242.71,,4.6,,,1.66,0.7121529999999999,0.008498
2015-03-30,247.53,,4.34,,,1.67,0.853188,0.008453
2015-03-31,244.22,,4.02,,,1.65,0.9070590000000001,0.007772
2015-04-01,247.27,,3.83,,,1.66,1.01,0.007668
2015-04-02,253.0,,4.54,,,1.68,0.96926,0.007906
2015-04-03,254.32,,4.36,,,1.7,0.9522450000000001,0.00872
2015-04-04,253.7,,4.13,,,1.69,0.85929,0.008844
2015-04-05,260.6,,4.17,,,1.7,0.8837309999999999,0.008739
2015-04-06,255.49,,4.09,,,1.69,0.789463,0.008786
2015-04-07,253.18,,3.78,,,1.67,0.8333020000000001,0.009071
2015-04-08,245.02,,3.68,,,1.63,0.755192,0.009198
2015-04-09,243.68,,3.42,,,1.59,0.758207,0.00878
2015-04-10,236.07,,3.23,,,1.53,0.800381,0.008512
2015-04-11,236.55,,3.33,,,1.46,0.827207,0.0083
2015-04-12,236.15,,3.3,,,1.46,0.800135,0.00861
2015-04-13,224.59,,3.21,,,1.38,0.6917409999999999,0.008194
2015-04-14,219.16,,3.1,,,1.38,0.656934,0.008159
2015-04-15,223.83,,3.02,,,1.38,0.673307,0.007949
2015-04-16,228.57,,3.01,,,1.42,0.678599,0.00801
2015-04-17,222.88,,2.83,,,1.41,0.658304,0.008025
2015-04-18,223.36,,2.93,,,1.41,0.694249,0.0079
2015-04-19,222.6,,2.8,,,1.39,0.662209,0.007845999999999999
2015-04-20,224.63,,2.65,,,1.41,0.678942,0.007932
2015-04-21,235.27,,2.89,,,1.42,0.632725,0.007968000000000001
2015-04-22,234.18,,3.25,,,1.45,0.576331,0.008025
2015-04-23,236.46,,3.63,,,1.46,0.603233,0.008019
2015-04-24,231.27,,3.18,,,1.42,0.569937,0.008076999999999999
2015-04-25,226.39,,3.1,,,1.4,0.5647399999999999,0.008291
2015-04-26,219.43,,3.05,,,1.32,0.556385,0.00774
2015-04-27,229.29,,2.99,,,1.38,0.566088,0.007765
2015-04-28,225.85,,3.04,,,1.36,0.47931,0.00763
2015-04-29,225.81,,2.97,,,1.36,0.491526,0.007863
2015-04-30,236.15,,2.97,,,1.44,0.501179,0.008029000000000001
2015-05-01,232.08,,2.74,,,1.41,0.49999799999999994,0.008018
2015-05-02,234.93,,2.75,,,1.42,0.49757700000000005,0.008037
2015-05-03,240.36,,2.7,,,1.43,0.499079,0.008055
2015-05-04,239.02,,2.88,,,1.41,0.46788900000000005,0.008017
2015-05-05,236.12,,2.85,,,1.41,0.471166,0.007909999999999999
2015-05-06,229.78,,2.82,,,1.39,0.45825699999999997,0.007781999999999999
2015-05-07,237.33,,2.81,,,1.46,0.473934,0.007529000000000001
2015-05-08,243.86,,2.76,,,1.48,0.490568,0.007490999999999999
2015-05-09,241.83,,2.76,,,1.45,0.5136930000000001,0.007573999999999999
2015-05-10,240.3,,2.68,,,1.44,0.565103,0.007382
2015-05-11,242.16,,2.76,,,1.44,0.511342,0.007359999999999999
2015-05-12,241.11,,2.71,,,1.45,0.477612,0.007213
2015-05-13,236.38,,2.69,,,1.45,0.483207,0.006856999999999999
2015-05-14,236.93,,2.84,,,1.45,0.49554799999999993,0.006601999999999999
2015-05-15,237.6,,2.87,,,1.45,0.5449649999999999,0.0066549999999999995
2015-05-16,236.15,,3.0,,,1.45,0.595673,0.006587999999999999
2015-05-17,236.8,,2.93,,,1.45,0.5572159999999999,0.0063289999999999996
2015-05-18,233.13,,2.86,,,1.45,0.5357729999999999,0.005748
2015-05-19,231.95,,2.89,,,1.45,0.51466,0.006539
2015-05-20,234.02,,2.88,,,1.46,0.492917,0.0066359999999999995
2015-05-21,235.34,,2.84,,,1.48,0.46295600000000003,0.006573000000000001
2015-05-22,240.35,,2.91,,,1.83,0.460764,0.0066489999999999995
2015-05-23,238.87,,2.87,,,1.79,0.470987,0.0068
2015-05-24,240.95,,2.9,,,1.83,0.479603,0.006809
2015-05-25,237.11,,2.82,,,1.8,0.463606,0.006925
2015-05-26,237.12,,2.67,,,1.82,0.446883,0.006794
2015-05-27,237.28,,2.63,,,1.85,0.421971,0.0069370000000000005
2015-05-28,237.41,,2.74,,,1.84,0.443637,0.007857
2015-05-29,237.1,,2.82,,,1.83,0.43987200000000004,0.009056
2015-05-30,233.34,,2.71,,,1.81,0.445107,0.008409
2015-05-31,230.19,,2.76,,,1.64,0.45088900000000004,0.00829
2015-06-01,222.93,,2.65,,,1.62,0.45161899999999994,0.007579000000000001
2015-06-02,225.8,,2.8,,,1.67,0.455539,0.007981
2015-06-03,225.87,,2.75,,,1.69,0.45347600000000005,0.008012
2015-06-04,224.32,,2.8,,,1.67,0.476494,0.007879
2015-06-05,224.95,,2.82,,,1.76,0.498892,0.007956
2015-06-06,225.62,,2.82,,,1.76,0.526428,0.007905
2015-06-07,222.88,,2.81,,,1.73,0.517933,0.007873999999999999
2015-06-08,228.49,,2.83,,,1.79,0.542956,0.007999
2015-06-09,229.05,,2.77,,,1.8,0.49599099999999996,0.007995
2015-06-10,228.8,,2.7,,,1.76,0.479738,0.007999
2015-06-11,229.71,,2.78,,,1.79,0.46285200000000004,0.008042
2015-06-12,229.98,,2.8,,,1.8,0.470966,0.008057
2015-06-13,232.4,,2.8,,,1.86,0.489472,0.008093000000000001
2015-06-14,233.54,,2.81,,,2.0,0.49496999999999997,0.008147
2015-06-15,236.82,,2.74,,,2.02,0.508224,0.008579
2015-06-16,250.9,,2.99,,,2.88,0.5060859999999999,0.009424
2015-06-17,249.28,,3.0,,,2.89,0.50334,0.009678
2015-06-18,249.01,,2.96,,,3.1,0.50388,0.010251999999999999
2015-06-19,244.61,,2.9,,,2.81,0.511796,0.011207
2015-06-20,245.21,,2.87,,,3.04,0.53798,0.011039
2015-06-21,243.94,,2.84,,,3.02,0.523274,0.010314
2015-06-22,246.99,,2.89,,,3.03,0.5405989999999999,0.010567
2015-06-23,244.3,,2.85,,,2.97,0.526921,0.010667
2015-06-24,240.51,,2.81,,,2.78,0.506506,0.010914
2015-06-25,242.8,,2.83,,,2.85,0.503678,0.011048
2015-06-26,243.59,,2.82,,,2.86,0.48424700000000004,0.011288
2015-06-27,250.99,,2.79,,,3.1,0.491951,0.011445
2015-06-28,249.01,,2.73,,,3.31,0.47063599999999994,0.011467
2015-06-29,257.06,,2.79,,,3.74,0.493447,0.011977
2015-06-30,263.07,,2.86,,,4.09,0.500266,0.011319
2015-07-01,258.62,,2.82,,,3.92,0.49884799999999996,0.011198
2015-07-02,255.41,,2.91,,,4.07,0.492605,0.011037
2015-07-03,256.34,,2.96,,,4.12,0.491196,0.011099
2015-07-04,260.89,,3.09,,,4.11,0.507361,0.010782
2015-07-05,271.91,,3.09,,,4.95,0.5219689999999999,0.010020999999999999
2015-07-06,269.03,,3.09,,,5.42,0.5055069999999999,0.009873
2015-07-07,266.21,,2.97,,,5.23,0.512376,0.00958
2015-07-08,270.79,,2.98,,,6.36,0.51399,0.009448999999999999
2015-07-09,269.23,,3.11,,,7.54,0.497226,0.008987
2015-07-10,284.89,,4.05,,,4.51,0.520876,0.008847
2015-07-11,293.12,,3.84,,,4.37,0.539175,0.008615000000000001
2015-07-12,310.87,,4.1,,,5.29,0.6280939999999999,0.008614
2015-07-13,292.05,,3.74,,,4.68,0.572132,0.008569
2015-07-14,287.46,,3.72,,,4.65,0.570033,0.008631
2015-07-15,285.83,,3.66,,,4.21,0.541855,0.008516
2015-07-16,278.09,,3.53,,,3.69,0.536325,0.008062
2015-07-17,279.47,,3.76,,,3.79,0.5351819999999999,0.008026
2015-07-18,274.9,,3.71,,,4.0,0.523595,0.00806
2015-07-19,273.61,,3.62,,,3.77,0.537989,0.008091
2015-07-20,278.98,,3.69,,,3.94,0.547709,0.007948
2015-07-21,275.83,,3.6,,,3.77,0.5875779999999999,0.007711
2015-07-22,277.22,,3.63,,,3.82,0.5734199999999999,0.007579000000000001
2015-07-23,276.05,,3.58,,,3.78,0.570335,0.007487000000000001
2015-07-24,288.28,,3.69,,,4.6,0.576016,0.0076560000000000005
2015-07-25,288.7,,3.75,,,4.63,0.5660029999999999,0.007888
2015-07-26,292.69,,3.78,,,4.66,0.584723,0.008115
2015-07-27,293.62,,3.76,,,4.67,0.59605,0.008562
2015-07-28,294.43,,3.69,,,5.06,0.615015,0.008449
2015-07-29,289.59,,3.64,,,4.8,0.589967,0.008519
2015-07-30,287.72,,3.64,,,4.58,0.583228,0.008491
2015-07-31,284.65,,3.68,,,4.64,0.574956,0.008437
2015-08-01,281.6,,3.61,,,4.15,0.588741,0.008222
2015-08-02,282.61,,3.62,,,4.17,0.624904,0.00823
2015-08-03,281.23,,3.61,,,4.16,0.5958180000000001,0.008281
2015-08-04,285.22,,3.64,,,4.38,0.618406,0.008270999999999999
2015-08-05,281.88,,3.58,,,4.35,0.6186159999999999,0.008223999999999999
2015-08-06,278.58,,3.52,,,4.06,0.729102,0.008024
2015-08-07,279.58,,3.26,2.77,,4.21,0.742292,0.008152
2015-08-08,261.0,,3.08,0.753325,,3.85,0.676046,0.008476000000000001
2015-08-09,265.08,,3.11,0.701897,,3.9,0.674739,0.008808
2015-08-10,264.47,,3.08,0.708448,,3.95,0.656576,0.00875
2015-08-11,270.39,,3.16,1.07,,4.16,0.603582,0.008591
2015-08-12,266.38,,3.06,1.22,,3.99,0.622923,0.008270999999999999
2015-08-13,264.08,,3.06,1.83,,3.88,0.575855,0.008147
2015-08-14,265.68,,3.03,1.83,,4.03,0.6099060000000001,0.008337
2015-08-15,261.55,,2.98,1.69,,3.93,0.613236,0.00842
2015-08-16,258.51,,2.94,1.57,,3.95,0.620167,0.008315000000000001
2015-08-17,257.98,,2.91,1.2,,3.98,0.610122,0.008301000000000001
2015-08-18,211.08,,2.67,1.09,,3.47,0.493284,0.007552
2015-08-19,226.68,,2.64,1.26,,3.48,0.534101,0.007758
2015-08-20,235.35,,2.78,1.46,,3.61,0.597797,0.007872
2015-08-21,232.57,,2.76,1.4,,3.57,0.568307,0.007881
2015-08-22,230.39,,2.68,1.38,,3.51,0.553084,0.007722
2015-08-23,228.17,,2.64,1.35,,3.39,0.544585,0.007552
2015-08-24,210.5,,2.38,1.23,,2.99,0.434871,0.007397
2015-08-25,221.61,,2.53,1.14,,2.94,0.49028599999999994,0.007126
2015-08-26,225.83,,2.61,1.16,,2.95,0.496679,0.007492
2015-08-27,224.77,,2.56,1.15,,2.87,0.465475,0.007551
2015-08-28,231.4,,2.6,1.19,,2.91,0.481627,0.0074329999999999995
2015-08-29,229.78,,2.6,1.18,,2.88,0.47655,0.007751000000000001
2015-08-30,228.76,,2.56,1.32,,2.85,0.459009,0.00805
2015-08-31,230.06,,2.58,1.36,,2.84,0.467238,0.007884
2015-09-01,228.12,,2.54,1.35,,2.82,0.458517,0.007815
2015-09-02,229.28,,2.51,1.29,,2.8,0.46808299999999997,0.0077
2015-09-03,227.18,,2.47,1.26,,2.63,0.45929,0.007431
2015-09-04,230.3,,2.45,1.27,,2.7,0.46787399999999996,0.0073549999999999996
2015-09-05,235.02,,2.51,1.34,,2.92,0.48159399999999997,0.007859999999999999
2015-09-06,239.84,,2.49,1.3,,3.05,0.505111,0.007891
2015-09-07,239.85,,2.38,1.25,,3.05,0.49945200000000006,0.007918000000000001
2015-09-08,243.61,,2.33,1.24,,3.05,0.517402,0.007831
2015-09-09,238.17,,2.44,1.21,,2.92,0.506011,0.007678
2015-09-10,238.48,,2.38,1.17,,2.95,0.49724700000000005,0.007663
2015-09-11,240.11,,2.38,0.982978,,2.96,0.495325,0.008444
2015-09-12,235.23,,2.43,1.04,,2.83,0.46547299999999997,0.008197
2015-09-13,230.51,,2.34,0.936003,,2.82,0.46286499999999997,0.008532
2015-09-14,230.64,,2.31,0.8756219999999999,,2.84,0.482289,0.007404000000000001
2015-09-15,230.3,,2.32,0.9444100000000001,,2.82,0.502379,0.00772
2015-09-16,229.09,,2.37,0.907175,,2.8,0.5099739999999999,0.007426
2015-09-17,229.81,,2.37,0.874231,,2.91,0.49478199999999994,0.007372
2015-09-18,232.97,,2.46,0.853685,,2.96,0.50044,0.007529000000000001
2015-09-19,231.49,,2.36,0.882391,,2.87,0.496418,0.007481999999999999
2015-09-20,231.21,,2.39,0.9384450000000001,,2.85,0.485971,0.0076370000000000006
2015-09-21,227.09,,2.35,0.919047,,2.8,0.48045200000000005,0.007247
2015-09-22,230.62,,2.46,0.9017959999999999,,2.84,0.471829,0.007168000000000001
2015-09-23,230.28,,2.43,0.8934059999999999,,2.87,0.464606,0.006668
2015-09-24,234.53,,2.44,0.81361,,2.93,0.468678,0.00671
2015-09-25,235.14,,2.45,0.736223,,2.89,0.45151499999999994,0.00665
2015-09-26,234.34,,2.33,0.785964,,2.89,0.44510500000000003,0.006501000000000001
2015-09-27,232.76,,2.36,0.720839,,2.87,0.43771000000000004,0.006536
2015-09-28,239.14,,2.38,0.582886,,3.07,0.44899799999999995,0.006293
2015-09-29,236.69,,2.34,0.661146,,2.97,0.435817,0.005579
2015-09-30,236.06,,2.34,0.738644,,3.01,0.399882,0.005520000000000001
2015-10-01,237.55,,2.29,0.6902149999999999,,3.0,0.404696,0.005448
2015-10-02,237.29,,2.22,0.678574,,2.99,0.409897,0.005868
2015-10-03,238.73,,2.17,0.687171,,3.03,0.40992799999999996,0.005517
2015-10-04,238.26,,2.17,0.668379,,3.01,0.400312,0.005236
2015-10-05,240.38,,2.34,0.6286430000000001,,3.02,0.41615100000000005,0.005007999999999999
2015-10-06,246.06,,2.39,0.650645,,3.15,0.41137799999999997,0.005328
2015-10-07,242.97,,2.4,0.609388,,3.06,0.39318600000000004,0.005375
2015-10-08,242.3,,2.38,0.6217159999999999,,3.06,0.387872,0.005031
2015-10-09,243.93,,2.36,0.650628,,3.11,0.397329,0.004983
2015-10-10,244.94,,2.43,0.627857,,3.11,0.387789,0.005037
2015-10-11,247.05,,2.39,0.634963,,3.15,0.38072399999999995,0.005182
2015-10-12,245.31,,2.34,0.62603,,3.14,0.39531700000000003,0.00526
2015-10-13,249.51,,2.35,0.6076550000000001,,3.18,0.388015,0.005377000000000001
2015-10-14,251.99,,2.32,0.522968,,3.14,0.384266,0.005418
2015-10-15,254.32,,2.25,0.561878,,3.1,0.390841,0.005399
2015-10-16,262.87,,2.34,0.5364949999999999,,3.11,0.41151099999999996,0.005398
2015-10-17,270.64,,2.43,0.5471779999999999,,3.07,0.426942,0.005203
2015-10-18,261.64,,2.37,0.517734,,3.02,0.409797,0.004979
2015-10-19,263.44,,2.34,0.48901400000000006,,3.05,0.403212,0.005043
2015-10-20,269.46,,2.41,0.434829,,3.09,0.399646,0.004731
2015-10-21,266.27,,2.28,0.447329,,3.08,0.394597,0.004697
2015-10-22,274.02,,2.41,0.567702,,3.11,0.40323600000000004,0.004723
2015-10-23,276.5,,2.33,0.5396569999999999,,3.11,0.393922,0.004677000000000001
2015-10-24,281.65,,2.24,0.5635899999999999,,3.1,0.395808,0.0046619999999999995
2015-10-25,283.68,,2.17,0.616039,,3.07,0.407067,0.004556
2015-10-26,285.3,,2.24,0.731317,,3.1,0.38795999999999997,0.004675
2015-10-27,293.79,,2.1,0.869641,,3.09,0.409574,0.004649
2015-10-28,304.62,,2.14,1.0,,3.1,0.448829,0.004675
2015-10-29,313.86,,2.39,1.21,,3.78,0.447103,0.004634
2015-10-30,328.01,,2.54,1.04,,4.06,0.456442,0.004839
2015-10-31,314.17,,2.31,0.9166270000000001,,3.8,0.404538,0.004686999999999999
2015-11-01,325.43,,2.66,1.06,,3.96,0.423505,0.004901
2015-11-02,361.19,,2.61,0.9897889999999999,,4.16,0.44288599999999995,0.005156
2015-11-03,403.42,,2.69,1.01,,4.59,0.44270699999999996,0.005383
2015-11-04,411.56,,2.61,0.89905,,4.23,0.505869,0.004947
2015-11-05,386.35,,2.53,0.8956370000000001,,3.96,0.43253,0.0045060000000000005
2015-11-06,374.47,,2.7,0.926032,,3.55,0.439195,0.004562
2015-11-07,386.48,,2.71,0.927974,,3.6,0.452638,0.004693999999999999
2015-11-08,373.37,,2.53,1.03,,3.42,0.497654,0.004647
2015-11-09,380.26,,2.53,0.9992780000000001,,3.4,0.47277600000000003,0.004609
2015-11-10,336.82,,2.42,0.934348,,3.12,0.460954,0.004406
2015-11-11,311.08,,2.29,0.791829,,2.97,0.450299,0.004264
2015-11-12,338.15,,2.54,0.895711,,3.28,0.443275,0.004541
2015-11-13,336.75,,2.53,0.9040959999999999,,3.23,0.45261899999999994,0.004477
2015-11-14,332.91,,2.36,0.888812,,3.19,0.424853,0.004328
2015-11-15,320.17,,2.31,0.9063680000000001,,3.07,0.43081,0.004164999999999999
2015-11-16,330.75,,2.31,0.9289620000000001,,3.19,0.435954,0.004234
2015-11-17,335.09,,2.26,1.01,,3.2,0.42899899999999996,0.00425
2015-11-18,334.59,,2.36,0.9933190000000001,,3.19,0.415567,0.004258
2015-11-19,326.15,,2.21,0.9555319999999999,,3.13,0.407052,0.004222
2015-11-20,322.02,,2.23,0.9249200000000001,,3.12,0.389316,0.004227000000000001
2015-11-21,326.93,,2.2,0.97614,,3.15,0.391906,0.0042450000000000005
2015-11-22,324.54,,2.06,0.968018,,3.14,0.39582399999999995,0.004267
2015-11-23,323.05,,2.14,0.9469690000000001,,3.12,0.391113,0.004288
2015-11-24,320.05,,2.08,0.900191,,3.11,0.390148,0.004242
2015-11-25,328.21,,2.15,0.8635370000000001,,3.34,0.38768400000000003,0.004318
