Date,XBT,BTC,D,ETH,IOT,LTC,M,XRP
2015-11-26,352.68,,2.19,0.8841829999999999,,3.61,0.404663,0.004291
2015-11-27,358.04,,2.16,0.867951,,3.58,0.386268,0.004275999999999999
2015-11-28,357.38,,2.08,0.915703,,3.52,0.39204,0.0042380000000000004
2015-11-29,371.29,,2.15,0.8786139999999999,,3.67,0.401147,0.004299
2015-11-30,377.32,,2.17,0.8731190000000001,,3.62,0.395225,0.004201
2015-12-01,362.49,,2.08,0.8748,,3.43,0.37602800000000003,0.00409
2015-12-02,359.19,,2.18,0.82121,,3.34,0.368688,0.004173
2015-12-03,361.05,,2.34,0.8121430000000001,,3.38,0.36689099999999997,0.004262
2015-12-04,363.18,,2.34,0.840041,,3.36,0.370805,0.0047539999999999995
2015-12-05,388.95,,2.32,0.8624379999999999,,3.52,0.451304,0.005301
2015-12-06,388.78,,2.34,0.8355,,3.47,0.43994700000000003,0.005344
2015-12-07,395.54,,2.33,0.811264,,3.65,0.421295,0.00556
2015-12-08,415.56,,2.4,0.822118,,3.69,0.42936,0.006775
2015-12-09,417.56,,2.51,0.792167,,3.67,0.45207299999999995,0.008523000000000001
2015-12-10,415.48,,2.44,0.8403959999999999,,3.66,0.43143400000000004,0.008444
2015-12-11,451.94,,2.69,0.9297620000000001,,3.84,0.458294,0.008440999999999999
2015-12-12,435.0,,2.58,0.976973,,3.61,0.455326,0.008536
2015-12-13,433.75,,2.73,0.9528840000000001,,3.63,0.465171,0.008779
2015-12-14,444.18,,2.69,0.993022,,3.61,0.5347609999999999,0.007614
2015-12-15,465.32,,2.68,1.01,,3.83,0.556358,0.006684000000000001
2015-12-16,454.93,,2.69,0.991182,,3.7,0.518993,0.006755
2015-12-17,456.08,,2.61,0.940701,,3.74,0.5012310000000001,0.006693999999999999
2015-12-18,463.62,,2.65,0.920127,,3.76,0.499438,0.0063869999999999994
2015-12-19,462.32,,2.61,0.9080719999999999,,3.72,0.471013,0.006291
2015-12-20,442.69,,2.49,0.903885,,3.54,0.507456,0.006235
2015-12-21,438.64,,2.47,0.9007709999999999,,3.46,0.488745,0.006268999999999999
2015-12-22,436.57,,2.55,0.864202,,3.42,0.480099,0.006193
2015-12-23,442.4,,2.53,0.8580770000000001,,3.58,0.48224399999999995,0.006021
2015-12-24,454.99,,2.77,0.8632620000000001,,3.64,0.490058,0.005971
2015-12-25,455.65,,2.83,0.8703629999999999,,3.62,0.484163,0.006487000000000001
2015-12-26,417.27,,2.77,0.8546030000000001,,3.42,0.446716,0.006174
2015-12-27,422.82,,2.65,0.8563649999999999,,3.48,0.451554,0.006343
2015-12-28,422.28,,2.98,0.8450049999999999,,3.47,0.446928,0.00634
2015-12-29,432.98,,3.09,0.8730540000000001,,3.5,0.45616,0.0062640000000000005
2015-12-30,426.62,,3.52,0.911958,,3.46,0.441028,0.006182
2015-12-31,430.57,,3.27,0.933542,,3.48,0.47040200000000004,0.00604
2016-01-01,434.33,,3.38,0.948024,,3.51,0.497867,0.005954999999999999
2016-01-02,433.44,,3.28,0.937124,,3.5,0.532668,0.006065
2016-01-03,430.01,,3.24,0.9719049999999999,,3.48,0.500312,0.006017
2016-01-04,433.09,,3.32,0.9544799999999999,,3.5,0.517388,0.005958
2016-01-05,431.96,,3.33,0.950176,,3.47,0.49927200000000005,0.006044
2016-01-06,429.11,,3.38,0.95086,,3.45,0.505053,0.0060030000000000005
2016-01-07,458.05,,3.38,0.942005,,3.6,0.492529,0.006039
2016-01-08,453.23,,3.31,0.9867889999999999,,3.57,0.488417,0.005933
2016-01-09,447.61,,3.18,0.986833,,3.56,0.49013500000000004,0.005982
2016-01-10,447.99,,3.29,0.999231,,3.54,0.48857799999999996,0.005956
2016-01-11,448.43,,3.15,1.06,,3.56,0.482049,0.005895
2016-01-12,435.69,,3.03,1.14,,3.49,0.490113,0.005854
2016-01-13,432.37,,3.1,1.13,,3.48,0.48430200000000007,0.005794
2016-01-14,430.31,,3.4,1.19,,3.47,0.486483,0.005529
2016-01-15,364.33,,3.36,1.21,,3.0,0.42845600000000006,0.005229
2016-01-16,387.54,,3.89,1.22,,3.09,0.49666800000000005,0.005111999999999999
2016-01-17,382.3,,4.95,1.33,,3.03,0.45077399999999995,0.005266
2016-01-18,387.17,,4.37,1.43,,3.05,0.502346,0.005326
2016-01-19,380.15,,3.87,1.37,,3.02,0.545904,0.0052710000000000005
2016-01-20,420.23,,4.77,1.53,,3.39,0.535095,0.005381
2016-01-21,410.26,,5.15,1.55,,3.22,0.549362,0.005313
2016-01-22,382.49,,5.13,1.5,,3.08,0.536995,0.0051140000000000005
2016-01-23,387.49,,4.49,1.97,,3.1,0.61602,0.00512
2016-01-24,402.97,,4.4,2.14,,3.18,0.62205,0.005219
2016-01-25,391.73,,4.02,2.5,,3.13,0.581354,0.005135
2016-01-26,392.15,,4.52,2.28,,3.15,0.584982,0.005419
2016-01-27,394.97,,4.2,2.39,,3.29,0.61087,0.0065060000000000005
2016-01-28,380.29,,4.22,2.53,,3.12,0.563129,0.006226
2016-01-29,379.47,,4.39,2.49,,3.11,0.51825,0.006840000000000001
2016-01-30,378.25,,4.29,2.45,,3.08,0.511528,0.006634
2016-01-31,368.77,,4.11,2.31,,3.05,0.483429,0.006399
2016-02-01,373.06,,4.12,2.21,,3.08,0.497962,0.006542
2016-02-02,374.45,,4.11,2.44,,3.08,0.501037,0.006768000000000001
2016-02-03,369.95,,4.18,2.53,,3.05,0.49197399999999997,0.006883
2016-02-04,389.59,,4.29,2.58,,3.16,0.5071640000000001,0.0069700000000000005
2016-02-05,386.55,,4.28,2.54,,3.14,0.49635200000000007,0.007262
2016-02-06,376.52,,4.19,2.53,,3.1,0.480421,0.007922
2016-02-07,376.62,,4.21,2.96,,3.09,0.47940699999999997,0.008338
2016-02-08,373.45,,4.16,3.18,,3.06,0.48163599999999995,0.007991
2016-02-09,376.03,,3.97,4.04,,3.08,0.46485,0.007815
2016-02-10,381.65,,3.84,4.44,,3.1,0.48042399999999996,0.007853
2016-02-11,379.65,,3.26,6.01,,3.08,0.5163810000000001,0.007815
2016-02-12,384.26,,3.79,5.55,,3.11,0.612499,0.007979
2016-02-13,391.86,,3.77,5.39,,3.13,0.804311,0.008256999999999999
2016-02-14,407.23,,3.8,5.24,,3.21,0.846403,0.00859
2016-02-15,400.19,,3.78,5.29,,3.18,0.791647,0.008631
2016-02-16,407.49,,3.48,4.32,,3.21,0.935744,0.008451
2016-02-17,416.32,,3.68,3.76,,3.24,0.733156,0.008138
2016-02-18,422.37,,3.53,4.4,,3.25,0.774533,0.007995
2016-02-19,420.79,,3.51,4.74,,3.25,0.819088,0.008245
2016-02-20,437.16,,3.64,4.34,,3.46,0.824465,0.008253
2016-02-21,438.8,,4.0,4.65,,3.46,0.782148,0.0081
2016-02-22,437.75,,4.2,5.62,,3.48,0.77803,0.00805
2016-02-23,420.74,,3.8,5.59,,3.4,0.756528,0.00797
2016-02-24,424.95,,4.02,6.24,,3.37,0.801251,0.008076
2016-02-25,424.54,,3.91,6.1,,3.37,0.806427,0.008027
2016-02-26,432.15,,3.97,5.92,,3.42,0.813595,0.008058
2016-02-27,432.52,,4.08,6.43,,3.41,0.8297,0.007972
2016-02-28,433.5,,4.0,6.47,,3.44,0.8704850000000001,0.007889
2016-02-29,437.7,,3.92,6.34,,3.45,0.870503,0.007923000000000001
2016-03-01,435.12,,3.9,7.65,,3.43,0.8479959999999999,0.008006000000000001
2016-03-02,423.99,,3.88,8.47,,3.37,0.827633,0.008029999999999999
2016-03-03,421.65,,4.71,9.29,,3.32,1.09,0.008162
2016-03-04,410.94,,4.63,10.41,,3.25,1.1,0.008095999999999999
2016-03-05,400.57,,4.87,11.0,,3.19,1.2,0.007878
2016-03-06,407.71,,4.58,11.38,,3.22,1.2,0.007859999999999999
2016-03-07,414.32,,4.3,9.55,,3.27,1.07,0.007918000000000001
2016-03-08,413.97,,4.6,9.85,,3.25,1.19,0.007949
2016-03-09,414.86,,4.57,11.9,,3.28,1.24,0.008056
2016-03-10,417.13,,4.92,11.3,,3.29,1.09,0.008190000000000001
2016-03-11,421.69,,5.15,11.08,,3.38,1.1,0.008803
2016-03-12,411.62,,5.31,13.53,,3.29,1.15,0.0087
2016-03-13,414.06,,5.68,14.47,,3.31,1.24,0.008634999999999999
2016-03-14,416.44,,5.54,12.45,,3.3,1.12,0.008479
2016-03-15,416.83,,5.84,13.01,,3.31,1.14,0.008186
2016-03-16,417.01,,6.33,12.52,,3.31,1.15,0.008178
2016-03-17,420.62,,5.98,11.08,,3.31,1.3,0.008287000000000001
2016-03-18,409.55,,5.95,11.0,,3.17,1.15,0.008119
2016-03-19,410.44,,5.99,10.53,,3.18,1.21,0.008015999999999999
2016-03-20,413.75,,6.12,10.32,,3.21,1.52,0.00796
2016-03-21,413.31,,6.01,11.86,,3.2,1.49,0.008047
2016-03-22,418.09,,6.09,11.27,,3.23,1.39,0.00811
2016-03-23,418.04,,6.59,12.42,,3.24,1.45,0.008331999999999999
2016-03-24,416.39,,6.66,11.23,,3.22,1.7,0.00823
2016-03-25,417.18,,7.44,10.74,,3.23,1.6,0.008191
2016-03-26,417.94,,7.21,10.97,,3.23,1.7,0.008066
2016-03-27,426.76,,7.05,10.42,,3.3,1.53,0.008029000000000001
2016-03-28,424.23,,7.06,11.67,,3.26,1.49,0.007564
2016-03-29,416.52,,7.08,11.66,,3.23,1.49,0.007566
2016-03-30,414.82,,6.78,11.95,,3.22,1.45,0.007331999999999999
2016-03-31,416.73,,6.88,11.4,,3.26,1.4,0.007391
2016-04-01,417.96,,7.07,11.66,,3.24,1.46,0.007418000000000001
2016-04-02,420.87,,7.05,11.6,,3.26,1.55,0.007501000000000001
2016-04-03,420.9,,7.0,11.62,,3.26,1.54,0.007503
2016-04-04,421.44,,6.96,11.16,,3.25,1.6,0.007490999999999999
2016-04-05,424.03,,7.07,10.44,,3.25,1.52,0.007474
2016-04-06,423.41,,7.02,10.69,,3.26,1.51,0.0072959999999999995
2016-04-07,422.75,,6.9,10.07,,3.25,1.5,0.006875
2016-04-08,420.35,,6.99,9.72,,3.22,1.24,0.006670999999999999
2016-04-09,419.41,,6.68,9.15,,3.22,1.13,0.006288
2016-04-10,421.56,,6.54,8.94,,3.23,1.1,0.005937
2016-04-11,422.48,,6.35,8.64,,3.24,1.02,0.0060479999999999996
2016-04-12,425.19,,6.5,7.44,,3.26,0.9559860000000001,0.0058850000000000005
2016-04-13,423.73,,6.51,8.04,,3.24,1.03,0.005695
2016-04-14,424.28,,6.41,8.39,,3.24,1.01,0.006289
2016-04-15,429.71,,6.03,8.24,,3.28,0.990145,0.006423999999999999
2016-04-16,430.57,,6.3,8.61,,3.27,0.977983,0.006509999999999999
2016-04-17,427.4,,6.4,9.31,,3.26,1.04,0.006499
2016-04-18,428.59,,6.23,9.04,,3.24,1.11,0.006987
2016-04-19,435.51,,6.39,8.71,,3.29,1.11,0.007118000000000001
2016-04-20,441.39,,6.35,8.47,,3.28,1.06,0.007244
2016-04-21,449.43,,6.19,8.1,,3.35,0.977233,0.0074329999999999995
2016-04-22,445.74,,6.28,7.82,,3.32,0.9804290000000001,0.0072840000000000005
2016-04-23,450.28,,6.51,8.29,,3.33,1.04,0.007345999999999999
2016-04-24,458.56,,6.44,8.0,,3.63,1.01,0.0072510000000000005
2016-04-25,461.43,,6.17,7.55,,3.81,0.953362,0.0072829999999999995
2016-04-26,466.09,,6.08,7.4,,4.05,0.884295,0.007095000000000001
2016-04-27,444.69,,6.28,7.76,,3.89,0.9415309999999999,0.006725
2016-04-28,449.01,,6.46,7.17,,3.79,0.9047940000000001,0.006686
2016-04-29,455.1,,6.6,7.46,,3.81,0.883684,0.006759
2016-04-30,448.32,,6.83,8.81,,3.66,0.916537,0.006812
2016-05-01,451.88,,6.79,8.85,,3.71,0.914293,0.006790999999999999
2016-05-02,444.67,,6.83,10.16,,3.68,0.9643950000000001,0.006714
2016-05-03,450.3,,6.8,9.31,,3.74,0.9082370000000001,0.00656
2016-05-04,446.72,,6.84,9.41,,3.75,0.9164549999999999,0.006323
2016-05-05,447.98,,6.82,9.83,,3.71,0.906841,0.006193
2016-05-06,459.6,,6.77,9.35,,3.82,0.877466,0.006399
2016-05-07,458.54,,6.58,9.37,,3.95,0.880058,0.006490000000000001
2016-05-08,458.55,,6.69,9.48,,3.94,0.8505860000000001,0.006404000000000001
2016-05-09,460.48,,6.59,9.3,,4.06,0.825393,0.006399
2016-05-10,450.89,,6.79,9.36,,3.82,0.829463,0.006272
2016-05-11,452.73,,6.76,10.0,,3.88,0.8597100000000001,0.006189
2016-05-12,454.77,,6.78,10.06,,3.86,0.875668,0.006167
2016-05-13,455.67,,6.97,10.51,,3.93,0.8477629999999999,0.006109000000000001
2016-05-14,455.67,,6.95,10.24,,4.01,0.8388950000000001,0.006072999999999999
2016-05-15,457.57,,7.0,9.96,,4.06,0.823823,0.0060609999999999995
2016-05-16,454.16,,7.27,11.17,,4.01,0.8183560000000001,0.006022
2016-05-17,453.78,,7.41,12.2,,3.98,0.813343,0.006023
2016-05-18,454.62,,7.39,13.56,,4.0,0.840542,0.006028
2016-05-19,438.71,,7.7,14.77,,3.83,0.8535950000000001,0.006032
2016-05-20,442.68,,7.95,13.64,,3.88,0.9422219999999999,0.006084
2016-05-21,443.19,,8.24,14.02,,3.95,0.975433,0.00599
2016-05-22,439.32,,8.1,14.29,,3.93,0.9387639999999999,0.005936
2016-05-23,444.15,,8.1,13.46,,3.97,0.9147299999999999,0.005909
2016-05-24,445.98,,7.76,12.73,,3.95,0.901127,0.005961999999999999
2016-05-25,449.6,,7.61,12.53,,4.05,0.8658870000000001,0.005756
2016-05-26,453.38,,7.39,12.43,,4.08,0.860175,0.0056689999999999996
2016-05-27,473.46,,7.5,11.3,,4.5,0.8590909999999999,0.005679
2016-05-28,530.04,,7.85,11.89,,4.7,0.919737,0.005682
2016-05-29,526.23,,8.19,12.35,,4.61,0.881719,0.0056619999999999995
2016-05-30,533.86,,8.2,12.73,,4.67,0.910537,0.005748
2016-05-31,531.39,,8.18,14.08,,4.65,0.928747,0.005706
2016-06-01,536.92,,8.26,14.0,,4.74,0.9148709999999999,0.005809
2016-06-02,537.97,,8.1,13.74,,4.72,0.92668,0.005765999999999999
2016-06-03,569.19,,8.06,13.85,,4.86,0.9452020000000001,0.005827000000000001
2016-06-04,572.73,,8.05,13.74,,4.81,0.974353,0.0057799999999999995
2016-06-05,574.98,,7.58,13.97,,4.81,1.0,0.005796
2016-06-06,585.54,,7.77,13.93,,4.96,1.01,0.005769
2016-06-07,576.6,,7.91,14.51,,4.77,1.01,0.0057799999999999995
2016-06-08,581.64,,7.88,14.42,,4.75,0.9999520000000001,0.00577
2016-06-09,574.63,,7.82,14.4,,4.69,1.11,0.005788000000000001
2016-06-10,577.47,,7.84,13.91,,4.84,1.15,0.005736
2016-06-11,606.73,,7.9,14.19,,5.01,1.14,0.005765999999999999
2016-06-12,672.78,,7.66,15.74,,5.33,1.25,0.005852
2016-06-13,704.38,,7.72,17.6,,5.29,1.28,0.005824
2016-06-14,685.56,,8.2,18.89,,5.2,1.39,0.007104999999999999
2016-06-15,694.47,,8.14,18.35,,5.24,1.46,0.006887000000000001
2016-06-16,766.31,,8.59,20.59,,5.66,1.58,0.0066760000000000005
2016-06-17,748.91,,8.36,15.38,,5.59,1.75,0.006693000000000001
2016-06-18,756.23,,8.16,11.33,,5.56,2.01,0.0066040000000000005
2016-06-19,763.78,,7.99,12.23,,5.59,1.87,0.006813
2016-06-20,737.23,,8.29,11.84,,5.29,1.83,0.006626000000000001
2016-06-21,666.65,,7.78,13.31,,4.82,1.61,0.0061719999999999995
2016-06-22,596.12,,7.34,13.1,,3.91,1.5,0.006495
2016-06-23,623.98,,7.24,13.68,,3.85,1.56,0.006381
2016-06-24,665.3,,7.13,14.33,,4.28,1.59,0.0064340000000000005
2016-06-25,665.12,,6.86,14.28,,4.23,1.55,0.006414
2016-06-26,629.37,,6.78,13.85,,4.07,1.48,0.0064
2016-06-27,655.27,,7.01,13.88,,4.12,1.48,0.006398
2016-06-28,647.0,,6.91,12.18,,4.1,1.49,0.006773
2016-06-29,639.89,,6.99,12.61,,4.06,1.55,0.006776999999999999
2016-06-30,673.34,,7.13,12.46,,4.19,1.61,0.006657
2016-07-01,676.3,,7.24,12.2,,4.26,1.66,0.0067870000000000005
2016-07-02,703.7,,7.18,12.13,,4.59,1.75,0.006698999999999999
2016-07-03,658.66,,7.01,11.72,,4.25,1.7,0.006606999999999999
2016-07-04,683.66,,7.08,11.47,,4.54,1.71,0.007028
2016-07-05,670.63,,6.99,10.61,,4.45,1.73,0.006698999999999999
2016-07-06,677.33,,6.98,10.53,,4.47,1.94,0.006691
2016-07-07,640.56,,7.03,10.11,,4.11,1.9,0.0065980000000000006
2016-07-08,666.52,,7.45,11.39,,4.22,1.98,0.0067150000000000005
2016-07-09,650.96,,7.36,10.97,,4.16,1.96,0.006679000000000001
2016-07-10,649.36,,7.42,10.95,,4.1,1.91,0.006673999999999999
2016-07-11,647.66,,7.96,10.46,,4.09,1.98,0.006534000000000001
2016-07-12,664.55,,7.84,10.52,,4.15,1.99,0.00635
2016-07-13,654.47,,7.84,10.5,,4.14,1.93,0.006411
2016-07-14,658.08,,7.75,11.51,,4.15,2.01,0.006385
2016-07-15,663.25,,8.09,11.95,,4.16,1.99,0.006442
2016-07-16,660.77,,8.26,11.65,,4.13,1.98,0.006572
2016-07-17,679.46,,8.12,11.16,,4.19,1.99,0.0065379999999999995
2016-07-18,673.11,,8.22,11.03,,4.15,1.95,0.006481999999999999
2016-07-19,672.86,,8.5,11.62,,4.15,1.9,0.006405
2016-07-20,665.68,,8.44,12.45,,4.13,1.76,0.0063950000000000005
2016-07-21,665.01,,8.96,12.65,,4.12,1.74,0.006416
2016-07-22,650.62,,9.25,14.66,,4.04,1.83,0.0063030000000000004
2016-07-23,655.56,,9.31,14.3,,4.06,1.89,0.0063170000000000006
2016-07-24,661.28,,9.21,12.75,,4.07,1.88,0.006286
2016-07-25,654.1,,9.13,13.84,,4.03,1.85,0.006246
2016-07-26,651.78,,8.86,11.99,,3.97,1.83,0.005998
2016-07-27,654.35,,9.15,12.97,,3.96,1.94,0.0059689999999999995
2016-07-28,655.03,,9.31,12.84,,3.97,1.85,0.005974
2016-07-29,656.99,,9.46,12.79,,4.08,1.89,0.006111
2016-07-30,655.05,,9.22,12.46,,4.06,1.91,0.006121
2016-07-31,624.68,,9.51,11.88,,4.01,1.82,0.005945000000000001
2016-08-01,606.27,,9.9,10.94,,3.86,1.7,0.005906000000000001
2016-08-02,547.47,,9.16,8.79,,3.64,1.49,0.00569
2016-08-03,566.36,,9.33,10.29,,3.72,1.57,0.005646
2016-08-04,578.29,,9.53,11.04,,3.75,1.85,0.005816
2016-08-05,575.04,,9.72,10.93,,3.73,1.79,0.006447
2016-08-06,587.78,,10.55,10.88,,3.76,1.88,0.006337
2016-08-07,592.69,,10.35,10.91,,3.78,1.9,0.006178
2016-08-08,591.05,,10.38,11.25,,3.79,1.9,0.006027
2016-08-09,587.8,,10.3,12.24,,3.76,2.05,0.006163
2016-08-10,592.1,,10.44,12.14,,3.72,2.01,0.006194
2016-08-11,589.12,,11.08,11.69,,3.74,1.98,0.006189
2016-08-12,587.56,,12.59,11.78,,3.71,1.95,0.006123
2016-08-13,585.59,,12.91,11.57,,3.71,1.98,0.006092
2016-08-14,570.47,,14.48,11.19,,3.65,2.01,0.005994
2016-08-15,567.24,,13.3,11.22,,3.58,2.18,0.006045
2016-08-16,577.44,,12.87,11.14,,3.64,2.2,0.00614
2016-08-17,573.22,,12.55,10.75,,3.6,2.24,0.006109000000000001
2016-08-18,574.32,,13.86,10.76,,3.61,2.19,0.006122
2016-08-19,575.63,,13.78,10.75,,3.6,2.3,0.0061189999999999994
2016-08-20,581.7,,13.1,11.25,,3.62,2.44,0.006114
2016-08-21,581.31,,13.41,11.18,,3.62,2.54,0.006052
2016-08-22,586.75,,14.21,11.12,,3.66,3.99,0.006
2016-08-23,583.41,,13.42,11.03,,3.93,4.72,0.006019
2016-08-24,580.18,,13.28,11.04,,3.86,4.42,0.006052
2016-08-25,577.76,,12.31,11.36,,3.8,4.15,0.006079
2016-08-26,579.65,,12.74,11.3,,3.83,4.18,0.00603
2016-08-27,569.95,,12.57,11.15,,3.74,5.3,0.005975
2016-08-28,573.91,,12.42,10.93,,3.74,9.51,0.005963
2016-08-29,574.11,,11.68,10.98,,3.76,8.5,0.006131
2016-08-30,577.5,,11.77,11.23,,3.8,8.49,0.006026
2016-08-31,575.47,,11.89,11.67,,3.8,8.58,0.006012
2016-09-01,572.3,,11.45,11.99,,3.83,8.0,0.005984000000000001
2016-09-02,575.54,,11.36,12.11,,3.82,10.21,0.0059700000000000005
2016-09-03,598.21,,11.45,11.76,,3.89,10.59,0.005964
2016-09-04,608.63,,11.39,11.68,,4.01,13.39,0.005954
2016-09-05,606.59,,11.27,11.72,,3.98,13.96,0.005932
2016-09-06,610.44,,10.92,11.69,,3.97,12.46,0.005912
2016-09-07,614.54,,11.28,11.55,,3.97,11.83,0.0058920000000000005
2016-09-08,626.32,,11.69,11.35,,3.99,12.74,0.005902
2016-09-09,622.86,,11.22,11.65,,3.97,12.43,0.005869
2016-09-10,623.51,,11.42,12.17,,3.97,12.23,0.00587
2016-09-11,606.72,,11.14,11.64,,3.86,10.69,0.005842
2016-09-12,608.24,,12.26,11.89,,3.82,10.03,0.0058969999999999995
2016-09-13,609.24,,13.0,11.92,,3.82,10.88,0.005886
2016-09-14,610.68,,12.71,11.92,,3.83,10.51,0.005961
2016-09-15,607.15,,12.21,11.94,,3.81,9.41,0.008303
2016-09-16,606.97,,11.72,12.56,,3.81,8.91,0.0074459999999999995
2016-09-17,605.98,,11.78,12.7,,3.81,9.68,0.007018000000000001
2016-09-18,609.87,,11.64,12.43,,4.04,9.45,0.006853
2016-09-19,609.23,,11.54,13.19,,3.83,10.56,0.0068579999999999995
2016-09-20,608.31,,11.41,14.43,,3.84,11.15,0.006784999999999999
2016-09-21,597.15,,11.53,13.77,,3.84,9.92,0.006829000000000001
2016-09-22,596.3,,11.54,13.25,,3.77,10.16,0.006843000000000001
2016-09-23,602.84,,11.54,13.33,,3.81,10.77,0.0072109999999999995
2016-09-24,602.63,,11.53,12.88,,3.81,10.63,0.0073620000000000005
2016-09-25,600.83,,11.55,13.1,,3.81,10.24,0.007855
2016-09-26,608.04,,11.41,12.82,,3.86,9.4,0.007963
2016-09-27,606.17,,11.64,13.1,,3.85,9.31,0.008229
2016-09-28,604.73,,11.59,13.27,,3.84,9.4,0.009048
2016-09-29,605.69,,12.01,13.07,,3.85,8.71,0.008914
2016-09-30,609.74,,12.1,13.22,,3.84,8.41,0.00883
2016-10-01,613.98,,11.71,13.17,,3.85,7.36,0.008205
2016-10-02,610.89,,11.78,13.2,,3.84,8.3,0.008165
2016-10-03,612.13,,11.89,13.45,,3.84,7.95,0.008089
2016-10-04,610.2,,12.06,13.28,,3.82,7.65,0.007853
2016-10-05,612.51,,12.03,13.04,,3.84,6.76,0.007435
2016-10-06,613.02,,12.06,12.85,,3.85,7.18,0.007382
2016-10-07,617.12,,11.87,12.67,,3.86,6.89,0.007377
2016-10-08,619.11,,11.72,12.22,,3.84,6.88,0.00731
2016-10-09,616.75,,11.59,12.05,,3.82,7.48,0.007543000000000001
2016-10-10,618.99,,11.69,11.76,,3.8,6.94,0.007978
2016-10-11,641.07,,11.73,11.79,,3.82,7.28,0.008234
2016-10-12,636.19,,11.43,11.93,,3.76,7.31,0.007949
2016-10-13,636.79,,11.44,11.96,,3.91,6.91,0.007982
2016-10-14,640.38,,11.53,11.94,,3.9,6.92,0.008767
2016-10-15,638.65,,11.1,11.98,,3.87,6.56,0.008145999999999999
2016-10-16,641.63,,10.85,11.95,,3.89,6.38,0.008078
2016-10-17,639.19,,10.62,12.01,,3.91,6.28,0.008029999999999999
2016-10-18,637.96,,10.21,12.59,,3.84,6.57,0.00835
2016-10-19,630.52,,10.29,12.02,,3.8,6.62,0.008627
2016-10-20,630.86,,10.5,12.1,,3.78,6.56,0.009092
2016-10-21,632.83,,10.77,12.18,,3.81,6.78,0.009029
2016-10-22,657.29,,10.36,12.07,,3.89,6.52,0.008971999999999999
2016-10-23,657.07,,9.96,12.04,,3.92,6.51,0.009454
2016-10-24,653.76,,9.85,11.97,,3.87,6.42,0.009065
2016-10-25,657.59,,9.41,11.41,,3.9,6.09,0.008891
2016-10-26,678.3,,9.34,11.53,,3.96,6.17,0.008834999999999999
2016-10-27,688.31,,9.71,11.5,,4.02,6.21,0.008481
2016-10-28,689.65,,9.07,11.09,,3.97,5.73,0.008143000000000001
2016-10-29,714.48,,8.61,10.44,,4.09,5.14,0.007731999999999999
2016-10-30,701.86,,9.67,11.18,,4.03,5.57,0.008014
2016-10-31,700.97,,9.2,11.0,,3.99,5.12,0.008196
2016-11-01,729.79,,9.04,10.77,,4.09,4.71,0.008102
2016-11-02,740.83,,8.94,10.75,,4.1,4.51,0.008222
2016-11-03,688.7,,9.12,10.8,,3.86,4.89,0.008020999999999999
2016-11-04,703.24,,9.13,11.09,,3.88,4.85,0.008157
2016-11-05,703.42,,9.21,11.0,,3.87,5.02,0.00823
2016-11-06,711.52,,9.4,10.87,,3.89,4.97,0.008193
2016-11-07,703.13,,9.92,10.81,,3.84,5.74,0.008108
2016-11-08,709.85,,9.76,10.83,,3.84,6.32,0.008206
2016-11-09,723.27,,9.7,10.66,,3.86,6.19,0.008079000000000001
2016-11-10,715.53,,9.67,10.52,,3.82,6.1,0.008136
2016-11-11,716.41,,9.67,10.29,,3.82,6.78,0.008065000000000001
2016-11-12,705.05,,9.64,9.88,,3.76,7.44,0.008043999999999999
2016-11-13,702.03,,9.49,10.1,,3.88,7.1,0.008256999999999999
2016-11-14,705.02,,9.68,9.97,,3.88,7.71,0.008098000000000001
2016-11-15,711.62,,9.64,10.22,,3.89,7.3,0.007881
2016-11-16,744.2,,9.45,10.06,,4.02,6.58,0.007842
2016-11-17,740.98,,9.02,9.99,,3.94,6.79,0.0077269999999999995
2016-11-18,751.59,,8.95,9.48,,3.96,6.72,0.007778
2016-11-19,751.62,,8.48,9.66,,3.95,6.55,0.0077989999999999995
2016-11-20,731.03,,8.51,9.58,,3.92,6.58,0.007651000000000001
2016-11-21,739.25,,8.58,9.62,,3.94,6.8,0.007566
2016-11-22,751.35,,8.63,9.91,,3.95,7.69,0.0074340000000000005
2016-11-23,744.59,,8.51,9.84,,3.93,7.91,0.007061
2016-11-24,740.29,,9.13,9.23,,3.91,7.81,0.00695
2016-11-25,741.65,,9.1,9.4,,3.92,7.54,0.006901999999999999
2016-11-26,735.38,,8.9,9.33,,3.89,7.62,0.007390000000000001
2016-11-27,732.03,,9.09,9.0,,3.88,7.93,0.0070739999999999996
2016-11-28,735.81,,8.96,8.72,,3.88,7.89,0.0070079999999999995
2016-11-29,735.6,,8.82,8.17,,3.87,7.6,0.00678
2016-11-30,745.69,,8.91,8.59,,3.89,8.95,0.006723000000000001
2016-12-01,756.77,,8.74,8.45,,3.91,8.58,0.006702
2016-12-02,777.94,,8.66,7.76,,3.95,8.23,0.006659999999999999
2016-12-03,771.15,,8.88,7.92,,3.92,8.27,0.006587999999999999
2016-12-04,773.87,,8.82,7.44,,3.9,7.8,0.006527
2016-12-05,758.7,,8.56,6.82,,3.53,7.91,0.0064340000000000005
2016-12-06,764.22,,8.8,7.87,,3.54,7.54,0.0066549999999999995
2016-12-07,768.13,,8.68,8.38,,3.62,7.89,0.006851
2016-12-08,770.81,,8.75,8.23,,3.69,7.79,0.007097
2016-12-09,772.79,,8.83,8.45,,3.69,7.95,0.007135
