Time,bitfinex,bitstamp,cex.io,coinbase,gemini,hitbtc,itbit,kraken,therocktrading,min,max,lower,bigger
2017-11-22 21:00:00,8187.02697568148,8189.490216450229,8292.44749663865,8197.92434494189,8195.59532934131,8185.333056603779,8193.49537117904,8192.55104712042,8147.57222222222,8147.57222222222,8292.44749663865,therocktrading,cex.io
2017-11-22 22:00:00,8242.6685124061,8246.07657608699,8305.60262183332,8247.03018474173,8249.40685439562,8223.799035591259,8245.531666666659,8233.6206378987,8235.93,8223.799035591259,8305.60262183332,hitbtc,cex.io
2017-11-22 23:00:00,8248.163955195409,8248.8935479452,8307.02513870968,8257.76365262317,8248.624613003101,8240.25632792484,8250.605280898879,8269.029841543499,8194.963,8194.963,8307.02513870968,therocktrading,cex.io
2017-11-23 00:00:00,8241.030228225709,8246.31733108109,8313.50945100402,8254.11457420922,8256.73498407644,8228.203366696991,8254.080900900899,8258.76201117318,8234.10666666667,8228.203366696991,8313.50945100402,hitbtc,cex.io
2017-11-23 01:00:00,8203.7621746449,8200.94759834369,8282.45487324325,8222.000672371629,8222.09583509513,8197.47961767205,8214.90245098038,8217.638030888009,8216.4,8197.47961767205,8282.45487324325,hitbtc,cex.io
2017-11-23 02:00:00,8211.39096480672,8216.455888888871,8299.51859297822,8224.23366867136,8229.34802120141,8196.511426256071,8224.81272727272,8222.07777777777,8221.91,8196.511426256071,8299.51859297822,hitbtc,cex.io
2017-11-23 03:00:00,8190.671714409101,8200.51838926174,8292.2243,8209.98008079853,8210.65019354838,8174.172710215391,8201.3015625,8219.125504587171,8147.945714285709,8147.945714285709,8292.2243,therocktrading,cex.io
2017-11-23 04:00:00,8191.3172646372095,8201.216569608729,8284.38985190217,8210.88351041658,8206.87917968751,8187.496002066121,8207.476829268291,8214.77860465115,8211.665,8187.496002066121,8284.38985190217,hitbtc,cex.io
2017-11-23 05:00:00,8242.55243360415,8245.68673775672,8305.19986963788,8248.92739451472,8249.39081349205,8225.49742625369,8248.13317460317,8249.54054580896,,8225.49742625369,8305.19986963788,hitbtc,cex.io
2017-11-23 06:00:00,8241.62327770603,8242.031458003179,8295.443290235691,8249.71071900219,8254.41151999999,8222.45008383234,8252.5925,8255.68127572016,8250.1,8222.45008383234,8295.443290235691,hitbtc,cex.io
2017-11-23 07:00:00,8173.180113666949,8184.683545258621,8277.21481295455,8212.23227428188,8202.068593749978,8191.59336559937,8177.09957805907,8214.5688449848,8166.75111111111,8166.75111111111,8277.21481295455,therocktrading,cex.io
2017-11-23 08:00:00,8131.114505090759,8134.747512295071,8208.964086045109,8180.083602907729,8146.64121913578,8141.235111223491,8142.2922754491,8144.724089635871,8109.99454545455,8109.99454545455,8208.964086045109,therocktrading,cex.io
2017-11-23 09:00:00,8158.55304659513,8166.005485636129,8223.325117870041,8179.91606901211,8164.347193347191,8149.941332058571,8160.079747899159,8173.221772151909,8174.095,8149.941332058571,8223.325117870041,hitbtc,cex.io
2017-11-23 10:00:00,8119.07657967986,8131.11786018755,8215.46675446623,8139.590318310891,8118.17082405345,8132.721483171691,8143.17906832298,8141.84973262033,8100.861428571429,8100.861428571429,8215.46675446623,therocktrading,cex.io
2017-11-23 11:00:00,8122.80893061865,8128.823451327421,8201.394052334641,8134.759695848779,8129.957566666659,8116.31009291521,8132.72495049505,8123.6361522198795,8102.545,8102.545,8201.394052334641,therocktrading,cex.io
2017-11-23 12:00:00,8145.536074074959,8155.4967948717795,8224.36036561956,8171.482673594691,8157.781343283579,8146.5528709199,8154.586017699109,8155.65187500001,,8145.536074074959,8224.36036561956,bitfinex,cex.io
2017-11-23 13:00:00,8199.42469348615,8199.97138383106,8248.40654336,8209.83800462973,8208.21125,8196.262390588241,8204.6218367347,8190.36139954853,8200.76,8190.36139954853,8248.40654336,kraken,cex.io
2017-11-23 14:00:00,8187.39829017105,8182.7919370460095,8249.24262595979,8204.445944783041,8188.67630931458,8188.678287153671,8190.205397727271,8176.11051752922,8193.51666666667,8176.11051752922,8249.24262595979,kraken,cex.io
2017-11-23 15:00:00,8183.686671207371,8184.82374100721,8250.17180385396,8200.6758474897,8193.25612576063,8179.200971161999,8188.683481481479,8154.892292089241,8182.684285714291,8154.892292089241,8250.17180385396,kraken,cex.io
2017-11-23 16:00:00,8164.933671650369,8161.528474945559,8242.01858975265,8185.879558878481,8171.80750000001,8169.886576217091,8171.6313253012,8142.78942307692,8185.8925,8142.78942307692,8242.01858975265,kraken,cex.io
2017-11-23 17:00:00,8144.0108050566505,8140.32733231711,8213.100647630921,8161.7529481764905,8156.90436936942,8133.874023732479,8147.414152542379,8125.06356736244,8154.144545454549,8125.06356736244,8213.100647630921,kraken,cex.io
2017-11-23 18:00:00,8134.874978277529,8142.506136865359,8206.12972747525,8161.693427377041,8153.513489583341,8126.98889988998,8147.911348314599,8122.1925233645,8129.24333333333,8122.1925233645,8206.12972747525,kraken,cex.io
2017-11-23 19:00:00,8141.6366428877,8147.2506008010705,8202.834800643092,8160.0467170401,8152.841067415741,8132.35944174758,8149.5382022471995,8130.710526315791,8150.75666666667,8130.710526315791,8202.834800643092,kraken,cex.io
2017-11-23 20:00:00,8157.18265381612,8162.119541547329,8222.16623401361,8169.906364121709,8167.568847926271,8150.907802340699,8161.529090909091,8132.007174887909,8147.32,8132.007174887909,8222.16623401361,kraken,cex.io
2017-11-23 21:00:00,8164.6533695163,8162.074491978609,8218.31573232759,8179.682831105709,8172.09243243243,8153.9534831460705,8165.67715846995,8140.15037593985,,8140.15037593985,8218.31573232759,kraken,cex.io
2017-11-23 22:00:00,8145.893249821491,8140.92314791402,8212.93320216217,8168.5609542742795,8152.36033195021,8150.10282805428,8151.1280124223595,8142.636824877241,8141.89,8140.92314791402,8212.93320216217,bitstamp,cex.io
2017-11-23 23:00:00,8049.89854071924,8052.0945923460995,8174.1600817757,8100.294338959191,8073.0801744186,8055.431924792851,8067.37948051948,8072.87186206898,8061.614444444441,8049.89854071924,8174.1600817757,bitfinex,cex.io
2017-11-24 00:00:00,8019.11886720742,8034.138398126509,8146.6255991935495,8060.034023458921,8040.47335211266,8018.01263043475,8040.12636363636,8010.049550898199,7997.36,7997.36,8146.6255991935495,therocktrading,cex.io
2017-11-24 01:00:00,7925.92857540937,7952.57978634109,8082.08419307087,7986.52834820499,7958.09280560044,7927.08039533375,7959.4584328358205,7892.319726315791,7955.59,7892.319726315791,8082.08419307087,kraken,cex.io
2017-11-24 02:00:00,8005.482347373579,8028.94102589641,8176.6618825613,8066.34971201234,8022.44397717299,8011.075425264259,8028.8613131313205,7918.42029288705,8018.92,7918.42029288705,8176.6618825613,kraken,cex.io
2017-11-24 03:00:00,8075.172685063891,8097.35713333333,8223.676490261609,8121.216632603509,8101.90712000001,8068.2682994261795,8098.670736842109,8014.541546762571,8066.68,8014.541546762571,8223.676490261609,kraken,cex.io
2017-11-24 04:00:00,8032.1309169666,8054.773093980991,8147.56347761628,8077.446717141121,8061.4685913312705,8042.640326409471,8065.0114,7997.155201342281,,7997.155201342281,8147.56347761628,kraken,cex.io
2017-11-24 05:00:00,8059.08963585505,8077.590156521759,8198.84429175257,8114.478816079309,8092.59201376935,8055.79604959245,8084.8966216216195,8044.725062034741,,8044.725062034741,8198.84429175257,kraken,cex.io
2017-11-24 06:00:00,8125.2760838494,8143.1345477387,8224.32869013698,8160.812415871479,8149.3413885899,8120.890849635,8142.93243478261,8109.12203023758,8151.22,8109.12203023758,8224.32869013698,kraken,cex.io
2017-11-24 07:00:00,8184.186266161609,8187.300367936941,8281.729754058459,8208.79094005442,8202.72240398296,8178.19050875045,8165.976326530609,8162.842274052471,8166.93,8162.842274052471,8281.729754058459,kraken,cex.io
2017-11-24 08:00:00,8287.30626539892,8279.09658827659,8321.07805658537,8281.692894445649,8281.1210357143,8283.89491438873,8280.93561837457,8224.178364779871,8279.988000000001,8224.178364779871,8321.07805658537,kraken,cex.io
2017-11-24 09:00:00,8158.47547809598,8178.414111450899,8247.81260731708,8185.346792257159,8180.54353968253,8149.18925170067,8165.137622641509,8159.150932835821,8088.08,8088.08,8247.81260731708,therocktrading,cex.io
2017-11-24 10:00:00,8173.51232938305,8173.67620547948,8251.6315909091,8193.35240211641,8188.95450980393,8167.902400275079,8180.039811320749,8174.637520661171,8135.74,8135.74,8251.6315909091,therocktrading,cex.io
2017-11-24 11:00:00,8226.41522005641,8229.96399414778,8273.281845175441,8233.43455924859,8234.47045454545,8202.06969960823,8234.455316455691,8222.12984562608,8239.64333333333,8202.06969960823,8273.281845175441,hitbtc,cex.io
2017-11-24 12:00:00,8216.31570205428,8219.90405608756,8256.2298882353,8242.55887773177,8237.74298449612,8198.08346204186,8226.55460526316,8224.268840579709,8141.60818181818,8141.60818181818,8256.2298882353,therocktrading,cex.io
2017-11-24 13:00:00,8186.95971911867,8195.925744957729,8235.072603357321,8211.67177710843,8196.914489795909,8178.9051619573,8196.927640449441,8173.78878923766,8157.435,8157.435,8235.072603357321,therocktrading,cex.io
2017-11-24 14:00:00,8177.311147211701,8187.02531388153,8228.18933228348,8197.319531941821,8193.2830859375,8177.33258815231,8184.2003960396,8169.44191489362,8088.445,8088.445,8228.18933228348,therocktrading,cex.io
2017-11-24 15:00:00,8183.524477894541,8191.130244708979,8217.773438888891,8193.073501280931,8194.69190095847,8173.939808173471,8192.05200000001,8157.44493554328,8164.352,8157.44493554328,8217.773438888891,kraken,cex.io
2017-11-24 16:00:00,8167.827787415999,8169.9156576980595,8216.277048947371,8182.606683673341,8176.3920588235305,8164.87176081729,8177.07657534247,8126.160705289671,8146.33,8126.160705289671,8216.277048947371,kraken,cex.io
2017-11-24 17:00:00,8203.387614088879,8203.32843913371,8235.572678800001,8222.15920161876,8213.92313755798,8189.00204470745,8208.96220238095,8154.5127744511,8164.41,8154.5127744511,8235.572678800001,kraken,cex.io
2017-11-24 18:00:00,8234.77316872008,8240.118614845129,8245.738406651379,8262.040433769991,8248.86605363985,8219.46374292643,8253.904230769229,8190.52010178118,,8190.52010178118,8262.040433769991,kraken,coinbase
